State,County,County Type,Issuer Name,Metal Level,Plan Type,Rating Area,Premium Child,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30,Premium Adult Individual Age 40,Premium Adult Individual Age 50,Premium Adult Individual Age 60,Premium Couple 21  ,Premium Couple 30,Premium Couple 40,Premium Couple 50,Premium Couple 60,"Couple+1 child, Age 21","Couple+1 child, Age 30","Couple+1 child, Age 40","Couple+1 child, Age 50","Couple+2 children, Age 21","Couple+2 children, Age 30","Couple+2 children, Age 40","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Medical Deductible - individual - standard,Drug Deductible - individual - standard,Medical Deductible -family - standard,Drug Deductible - family - standard,Medical Maximum Out Of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Unemployment numerator,Unemployment denominator,Uninsured adults numerator,Uninsured adults denominator,Uninsured children numerator,Uninsured children denominator,Primary care physicians numerator,Primary care physicians denominator,Per capita income,Median household income,Median family income,Population
IL,CLINTON,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 11,100.71,158.6,166.21,180.01,202.69,283.25,430.43,317.2,360.02,405.38,566.5,860.86,417.9,460.72,506.09,667.21,518.62,561.43,606.79,767.92,619.32,662.15,707.51,868.63,259.31,280.71,303.39,383.96,360.02,381.42,404.11,484.66,460.73,482.14,504.82,585.38,5000,0,12700,0,6250,12700,728,20378,1248,21748,187,8410,13,37614,25392.0,55278.0,66682.0,37762.0
IL,CLINTON,Urban,Coventry Health Care,Bronze,PPO,Rating Area 11,131.91,207.74,217.72,235.79,265.5,371.03,563.82,415.48,471.58,531.0,742.06,1127.64,547.4,603.5,662.92,873.97,679.31,735.42,794.83,1005.89,811.24,867.33,926.76,1137.82,339.65,367.71,397.41,502.94,471.58,499.63,529.33,634.86,603.5,631.54,661.26,766.79,5600,0,11200,0,6350,12700,728,20378,1248,21748,187,8410,13,37614,25392.0,55278.0,66682.0,37762.0
IL,CLINTON,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 11,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,728,20378,1248,21748,187,8410,13,37614,25392.0,55278.0,66682.0,37762.0
IL,CLINTON,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 11,116.3,183.15,191.94,207.87,234.06,327.1,497.05,366.3,415.74,468.12,654.2,994.1,482.6,532.04,584.41,770.5,598.9,648.34,700.72,886.8,715.2,764.64,817.02,1003.1,299.45,324.17,350.36,443.4,415.75,440.47,466.65,559.7,532.04,556.77,582.96,676.0,4000,0,8000,0,6250,12500,728,20378,1248,21748,187,8410,13,37614,25392.0,55278.0,66682.0,37762.0
IL,COLES,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 9,105.81,166.63,174.63,189.13,212.96,297.61,452.25,333.26,378.26,425.92,595.22,904.5,439.07,484.07,531.73,701.03,544.88,589.88,637.54,806.84,650.69,695.69,743.35,912.65,272.44,294.94,318.77,403.42,378.25,400.75,424.58,509.23,484.06,506.56,530.39,615.04,5000,0,12700,0,6250,12700,1171,24195,2572,31036,243,9620,39,51979,20601.0,36457.0,54170.0,53873.0
IL,COLES,Urban,Coventry Health Care,Bronze,PPO,Rating Area 9,111.57,175.7,184.13,199.42,224.54,313.8,476.85,351.4,398.84,449.08,627.6,953.7,462.96,510.4,560.65,739.17,574.54,621.98,672.22,850.74,686.1,733.55,783.79,962.31,287.27,310.99,336.11,425.37,398.84,422.55,447.67,536.94,510.4,534.13,559.25,648.51,5600,0,11200,0,6350,12700,1171,24195,2572,31036,243,9620,39,51979,20601.0,36457.0,54170.0,53873.0
IL,COLES,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 9,117.13,184.45,193.31,209.36,235.73,329.44,500.61,368.9,418.72,471.46,658.88,1001.22,486.03,535.85,588.58,776.01,603.16,652.98,705.72,893.14,720.29,770.11,822.84,1010.27,301.58,326.49,352.86,446.57,418.71,443.62,469.99,563.7,535.83,560.75,587.12,680.82,3150,0,6300,0,6350,12700,1171,24195,2572,31036,243,9620,39,51979,20601.0,36457.0,54170.0,53873.0
IL,COLES,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 9,131.41,206.95,216.89,234.89,264.48,369.61,561.66,413.9,469.78,528.96,739.22,1123.32,545.31,601.19,660.38,870.64,676.74,732.61,791.8,1002.06,808.16,864.04,923.22,1133.48,338.37,366.3,395.9,501.03,469.78,497.72,527.31,632.45,601.21,629.15,658.74,763.87,4000,0,8000,0,6250,12500,1171,24195,2572,31036,243,9620,39,51979,20601.0,36457.0,54170.0,53873.0
IL,COOK,Urban,Aetna,Bronze,PPO,Rating Area 1,157.0,247.0,259.0,281.0,316.0,441.0,671.0,494.0,562.0,632.0,882.0,1342.0,651.0,719.0,789.0,1039.0,808.0,876.0,946.0,1196.0,965.0,1033.0,1103.0,1353.0,404.0,438.0,473.0,598.0,561.0,595.0,630.0,755.0,718.0,752.0,787.0,912.0,5750,0,11500,0,6350,12700,105409,2611512,402948,3265180,38550,1181923,4863,5211263,29335.0,53942.0,65039.0,5194675.0
IL,COOK,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 1,113.13,178.16,186.71,202.21,227.69,318.19,483.52,356.32,404.42,455.38,636.38,967.04,469.45,517.54,568.51,749.51,582.57,630.68,681.64,862.64,695.71,743.81,794.77,975.77,291.28,315.34,340.82,431.32,404.41,428.47,453.95,544.45,517.54,541.6,567.07,657.57,5000,0,12700,0,6250,12700,105409,2611512,402948,3265180,38550,1181923,4863,5211263,29335.0,53942.0,65039.0,5194675.0
IL,COOK,Urban,Coventry Health Care,Bronze,PPO,Rating Area 1,133.76,210.64,220.75,239.08,269.2,376.21,571.69,421.28,478.16,538.4,752.42,1143.38,555.04,611.92,672.16,886.18,688.8,745.68,805.92,1019.93,822.56,879.44,939.68,1153.69,344.4,372.84,402.96,509.96,478.15,506.6,536.72,643.73,611.91,640.36,670.48,777.49,5600,0,11200,0,6350,12700,105409,2611512,402948,3265180,38550,1181923,4863,5211263,29335.0,53942.0,65039.0,5194675.0
IL,COOK,Urban,"Humana Health Plan, Inc.",Bronze,HMO,Rating Area 1,128.32,202.09,211.77,229.35,258.25,360.91,548.45,404.18,458.7,516.5,721.82,1096.9,532.5,587.02,644.81,850.14,660.81,715.33,773.14,978.46,789.14,843.66,901.46,1106.78,330.4,357.66,386.57,489.23,458.73,485.99,514.89,617.54,587.04,614.3,643.21,745.87,6300,0,12600,0,6300,12600,105409,2611512,402948,3265180,38550,1181923,4863,5211263,29335.0,53942.0,65039.0,5194675.0
IL,COOK,Urban,Humana Insurance Company,Bronze,PPO,Rating Area 1,148.91,234.51,245.75,266.14,299.68,418.8,636.42,469.02,532.29,599.36,837.6,1272.85,617.92,681.2,748.27,986.51,766.83,830.11,897.18,1135.42,915.75,979.03,1046.09,1284.33,383.41,415.05,448.59,567.71,532.32,563.97,597.5,716.62,681.24,712.88,746.41,865.53,6300,0,12600,0,6300,12600,105409,2611512,402948,3265180,38550,1181923,4863,5211263,29335.0,53942.0,65039.0,5194675.0
IL,COOK,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 1,130.41,205.36,215.22,233.09,262.45,366.77,557.34,410.72,466.18,524.9,733.54,1114.68,541.13,596.59,655.3,863.94,671.54,727.0,785.72,994.35,801.95,857.41,916.13,1124.77,335.77,363.5,392.86,497.17,466.18,493.9,523.27,627.58,596.59,624.32,653.68,758.0,4000,0,8000,0,6250,12500,105409,2611512,402948,3265180,38550,1181923,4863,5211263,29335.0,53942.0,65039.0,5194675.0
IL,CRAWFORD,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,470,8777,747,10457,104,3920,11,18961,21545.0,41434.0,51218.0,19817.0
IL,CRAWFORD,Rural,Coventry Health Care,Bronze,PPO,Rating Area 13,133.74,210.62,220.73,239.05,269.17,376.17,571.62,421.24,478.1,538.34,752.34,1143.24,554.98,611.84,672.08,886.08,688.72,745.58,805.82,1019.82,822.46,879.32,939.56,1153.56,344.36,372.79,402.91,509.91,478.1,506.53,536.65,643.65,611.84,640.27,670.39,777.39,5600,0,11200,0,6350,12700,470,8777,747,10457,104,3920,11,18961,21545.0,41434.0,51218.0,19817.0
IL,CRAWFORD,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,470,8777,747,10457,104,3920,11,18961,21545.0,41434.0,51218.0,19817.0
IL,CRAWFORD,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,470,8777,747,10457,104,3920,11,18961,21545.0,41434.0,51218.0,19817.0
IL,CUMBERLAND,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 9,105.81,166.63,174.63,189.13,212.96,297.61,452.25,333.26,378.26,425.92,595.22,904.5,439.07,484.07,531.73,701.03,544.88,589.88,637.54,806.84,650.69,695.69,743.35,912.65,272.44,294.94,318.77,403.42,378.25,400.75,424.58,509.23,484.06,506.56,530.39,615.04,5000,0,12700,0,6250,12700,246,6080,496,6379,87,2530,0,10908,21262.0,42101.0,51729.0,11048.0
IL,CUMBERLAND,Rural,Coventry Health Care,Bronze,PPO,Rating Area 9,111.57,175.7,184.13,199.42,224.54,313.8,476.85,351.4,398.84,449.08,627.6,953.7,462.96,510.4,560.65,739.17,574.54,621.98,672.22,850.74,686.1,733.55,783.79,962.31,287.27,310.99,336.11,425.37,398.84,422.55,447.67,536.94,510.4,534.13,559.25,648.51,5600,0,11200,0,6350,12700,246,6080,496,6379,87,2530,0,10908,21262.0,42101.0,51729.0,11048.0
IL,CUMBERLAND,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 9,117.13,184.45,193.31,209.36,235.73,329.44,500.61,368.9,418.72,471.46,658.88,1001.22,486.03,535.85,588.58,776.01,603.16,652.98,705.72,893.14,720.29,770.11,822.84,1010.27,301.58,326.49,352.86,446.57,418.71,443.62,469.99,563.7,535.83,560.75,587.12,680.82,3150,0,6300,0,6350,12700,246,6080,496,6379,87,2530,0,10908,21262.0,42101.0,51729.0,11048.0
IL,CUMBERLAND,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 9,131.41,206.95,216.89,234.89,264.48,369.61,561.66,413.9,469.78,528.96,739.22,1123.32,545.31,601.19,660.38,870.64,676.74,732.61,791.8,1002.06,808.16,864.04,923.22,1133.48,338.37,366.3,395.9,501.03,469.78,497.72,527.31,632.45,601.21,629.15,658.74,763.87,4000,0,8000,0,6250,12500,246,6080,496,6379,87,2530,0,10908,21262.0,42101.0,51729.0,11048.0
IL,DEKALB,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 5,109.92,173.1,181.41,196.47,221.22,309.16,469.8,346.2,392.94,442.44,618.32,939.6,456.12,502.86,552.36,728.24,566.04,612.78,662.28,838.16,675.96,722.7,772.2,948.08,283.02,306.39,331.14,419.08,392.94,416.31,441.06,529.0,502.86,526.23,550.98,638.92,5000,0,12700,0,6250,12700,2440,55487,4980,64137,556,23504,32,104733,24179.0,54002.0,70713.0,105160.0
IL,DEKALB,Urban,Coventry Health Care,Bronze,PPO,Rating Area 5,122.48,192.89,202.14,218.93,246.51,344.49,523.49,385.78,437.86,493.02,688.98,1046.98,508.26,560.34,615.5,811.46,630.74,682.82,737.98,933.94,753.22,805.3,860.46,1056.42,315.37,341.41,368.99,466.97,437.85,463.89,491.47,589.45,560.32,586.37,613.95,711.93,5600,0,11200,0,6350,12700,2440,55487,4980,64137,556,23504,32,104733,24179.0,54002.0,70713.0,105160.0
IL,DEKALB,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 5,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,2440,55487,4980,64137,556,23504,32,104733,24179.0,54002.0,70713.0,105160.0
IL,DEKALB,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 5,137.81,217.02,227.44,246.32,277.36,387.6,589.0,434.04,492.64,554.72,775.2,1178.0,571.85,630.45,692.53,913.01,709.66,768.26,830.34,1050.82,847.47,906.06,968.15,1188.63,354.83,384.13,415.17,525.41,492.64,521.94,552.98,663.22,630.45,659.75,690.79,801.03,4000,0,8000,0,6250,12500,2440,55487,4980,64137,556,23504,32,104733,24179.0,54002.0,70713.0,105160.0
IL,DEWITT,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 8,104.96,165.29,173.22,187.6,211.24,295.2,448.6,330.58,375.2,422.48,590.41,897.2,435.53,480.15,527.44,695.38,540.5,585.12,632.4,800.33,645.46,690.07,737.36,905.3,270.25,292.56,316.2,400.16,375.21,397.52,421.15,505.13,480.16,502.48,526.12,610.08,5000,0,12700,0,6250,12700,385,7582,588,9401,91,3640,6,15942,24320.0,45347.0,56806.0,16561.0
IL,DEWITT,Urban,Coventry Health Care,Bronze,PPO,Rating Area 8,146.51,230.73,241.81,261.88,294.87,412.09,626.21,461.46,523.76,589.74,824.18,1252.42,607.97,670.27,736.25,970.68,754.48,816.78,882.76,1117.19,900.99,963.29,1029.27,1263.71,377.24,408.39,441.38,558.59,523.75,554.9,587.89,705.1,670.26,701.41,734.4,851.61,5600,0,11200,0,6350,12700,385,7582,588,9401,91,3640,6,15942,24320.0,45347.0,56806.0,16561.0
IL,DEWITT,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 8,112.2,176.69,185.17,200.54,225.81,315.57,479.53,353.38,401.08,451.62,631.14,959.06,465.58,513.28,563.82,743.34,577.78,625.48,676.02,855.54,689.98,737.68,788.22,967.74,288.89,312.74,338.01,427.77,401.09,424.94,450.21,539.97,513.29,537.14,562.41,652.17,3150,0,6300,0,6350,12700,385,7582,588,9401,91,3640,6,15942,24320.0,45347.0,56806.0,16561.0
IL,DEWITT,Urban,Humana Insurance Company,Bronze,PPO,Rating Area 8,143.69,226.29,237.14,256.82,289.18,404.13,614.14,452.58,513.64,578.36,808.26,1228.28,596.27,657.32,722.05,951.95,739.96,801.02,865.74,1095.63,883.65,944.71,1009.43,1239.33,369.98,400.51,432.87,547.81,513.66,544.2,576.55,691.51,657.36,687.89,720.25,835.2,6300,0,12600,0,6300,12600,385,7582,588,9401,91,3640,6,15942,24320.0,45347.0,56806.0,16561.0
IL,DEWITT,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 8,130.81,205.99,215.88,233.8,263.26,367.9,559.05,411.98,467.6,526.52,735.8,1118.11,542.79,598.41,657.32,866.6,673.6,729.22,788.14,997.42,804.41,860.03,918.95,1128.23,336.8,364.61,394.07,498.71,467.61,495.42,524.88,629.52,598.42,626.23,655.69,760.32,4000,0,8000,0,6250,12500,385,7582,588,9401,91,3640,6,15942,24320.0,45347.0,56806.0,16561.0
IL,DOUGLAS,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 9,105.81,166.63,174.63,189.13,212.96,297.61,452.25,333.26,378.26,425.92,595.22,904.5,439.07,484.07,531.73,701.03,544.88,589.88,637.54,806.84,650.69,695.69,743.35,912.65,272.44,294.94,318.77,403.42,378.25,400.75,424.58,509.23,484.06,506.56,530.39,615.04,5000,0,12700,0,6250,12700,419,10212,1278,11260,238,5138,6,19748,21438.0,46941.0,60352.0,19980.0
IL,DOUGLAS,Rural,Coventry Health Care,Bronze,PPO,Rating Area 9,111.57,175.7,184.13,199.42,224.54,313.8,476.85,351.4,398.84,449.08,627.6,953.7,462.96,510.4,560.65,739.17,574.54,621.98,672.22,850.74,686.1,733.55,783.79,962.31,287.27,310.99,336.11,425.37,398.84,422.55,447.67,536.94,510.4,534.13,559.25,648.51,5600,0,11200,0,6350,12700,419,10212,1278,11260,238,5138,6,19748,21438.0,46941.0,60352.0,19980.0
IL,DOUGLAS,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 9,117.13,184.45,193.31,209.36,235.73,329.44,500.61,368.9,418.72,471.46,658.88,1001.22,486.03,535.85,588.58,776.01,603.16,652.98,705.72,893.14,720.29,770.11,822.84,1010.27,301.58,326.49,352.86,446.57,418.71,443.62,469.99,563.7,535.83,560.75,587.12,680.82,3150,0,6300,0,6350,12700,419,10212,1278,11260,238,5138,6,19748,21438.0,46941.0,60352.0,19980.0
IL,DOUGLAS,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 9,131.41,206.95,216.89,234.89,264.48,369.61,561.66,413.9,469.78,528.96,739.22,1123.32,545.31,601.19,660.38,870.64,676.74,732.61,791.8,1002.06,808.16,864.04,923.22,1133.48,338.37,366.3,395.9,501.03,469.78,497.72,527.31,632.45,601.21,629.15,658.74,763.87,4000,0,8000,0,6250,12500,419,10212,1278,11260,238,5138,6,19748,21438.0,46941.0,60352.0,19980.0
IL,DUPAGE,Urban,Aetna,Bronze,PPO,Rating Area 3,160.0,252.0,264.0,286.0,322.0,450.0,684.0,504.0,572.0,644.0,900.0,1368.0,664.0,732.0,804.0,1060.0,824.0,892.0,964.0,1220.0,984.0,1052.0,1124.0,1380.0,412.0,446.0,482.0,610.0,572.0,606.0,642.0,770.0,732.0,766.0,802.0,930.0,5750,0,11500,0,6350,12700,15924,508650,43793,572153,7090,224240,1255,930128,,,,
IL,DUPAGE,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 3,112.34,176.92,185.41,200.8,226.1,315.98,480.16,353.84,401.6,452.2,631.96,960.32,466.17,513.94,564.54,744.3,578.52,626.28,676.88,856.64,690.85,738.62,789.22,968.98,289.26,313.14,338.44,428.32,401.6,425.48,450.78,540.66,513.93,537.81,563.12,653.0,5000,0,12700,0,6250,12700,15924,508650,43793,572153,7090,224240,1255,930128,,,,
IL,DUPAGE,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 3,137.18,216.02,226.39,245.19,276.08,385.82,586.28,432.04,490.38,552.16,771.64,1172.56,569.22,627.55,689.33,908.81,706.4,764.74,826.52,1046.0,843.58,901.92,963.7,1183.18,353.2,382.37,413.26,523.0,490.38,519.54,550.44,660.18,627.56,656.73,687.62,797.36,4000,0,8000,0,6250,12500,15924,508650,43793,572153,7090,224240,1255,930128,,,,
IL,EDGAR,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 9,105.81,166.63,174.63,189.13,212.96,297.61,452.25,333.26,378.26,425.92,595.22,904.5,439.07,484.07,531.73,701.03,544.88,589.88,637.54,806.84,650.69,695.69,743.35,912.65,272.44,294.94,318.77,403.42,378.25,400.75,424.58,509.23,484.06,506.56,530.39,615.04,5000,0,12700,0,6250,12700,430,9200,724,10069,101,3692,6,17328,22175.0,39904.0,51588.0,18576.0
IL,EDGAR,Rural,Coventry Health Care,Bronze,PPO,Rating Area 9,111.57,175.7,184.13,199.42,224.54,313.8,476.85,351.4,398.84,449.08,627.6,953.7,462.96,510.4,560.65,739.17,574.54,621.98,672.22,850.74,686.1,733.55,783.79,962.31,287.27,310.99,336.11,425.37,398.84,422.55,447.67,536.94,510.4,534.13,559.25,648.51,5600,0,11200,0,6350,12700,430,9200,724,10069,101,3692,6,17328,22175.0,39904.0,51588.0,18576.0
IL,EDGAR,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 9,117.13,184.45,193.31,209.36,235.73,329.44,500.61,368.9,418.72,471.46,658.88,1001.22,486.03,535.85,588.58,776.01,603.16,652.98,705.72,893.14,720.29,770.11,822.84,1010.27,301.58,326.49,352.86,446.57,418.71,443.62,469.99,563.7,535.83,560.75,587.12,680.82,3150,0,6300,0,6350,12700,430,9200,724,10069,101,3692,6,17328,22175.0,39904.0,51588.0,18576.0
IL,EDGAR,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 9,131.41,206.95,216.89,234.89,264.48,369.61,561.66,413.9,469.78,528.96,739.22,1123.32,545.31,601.19,660.38,870.64,676.74,732.61,791.8,1002.06,808.16,864.04,923.22,1133.48,338.37,366.3,395.9,501.03,469.78,497.72,527.31,632.45,601.21,629.15,658.74,763.87,4000,0,8000,0,6250,12500,430,9200,724,10069,101,3692,6,17328,22175.0,39904.0,51588.0,18576.0
IL,EDWARDS,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,126,2779,261,3669,40,1512,0,6486,21113.0,40430.0,51337.0,6721.0
IL,EDWARDS,Rural,Coventry Health Care,Bronze,PPO,Rating Area 13,133.74,210.62,220.73,239.05,269.17,376.17,571.62,421.24,478.1,538.34,752.34,1143.24,554.98,611.84,672.08,886.08,688.72,745.58,805.82,1019.82,822.46,879.32,939.56,1153.56,344.36,372.79,402.91,509.91,478.1,506.53,536.65,643.65,611.84,640.27,670.39,777.39,5600,0,11200,0,6350,12700,126,2779,261,3669,40,1512,0,6486,21113.0,40430.0,51337.0,6721.0
IL,EDWARDS,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,126,2779,261,3669,40,1512,0,6486,21113.0,40430.0,51337.0,6721.0
IL,EDWARDS,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,126,2779,261,3669,40,1512,0,6486,21113.0,40430.0,51337.0,6721.0
IL,EFFINGHAM,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,716,19119,1391,20142,204,8418,28,34132,24843.0,49509.0,61373.0,34242.0
IL,EFFINGHAM,Rural,Coventry Health Care,Bronze,PPO,Rating Area 13,133.74,210.62,220.73,239.05,269.17,376.17,571.62,421.24,478.1,538.34,752.34,1143.24,554.98,611.84,672.08,886.08,688.72,745.58,805.82,1019.82,822.46,879.32,939.56,1153.56,344.36,372.79,402.91,509.91,478.1,506.53,536.65,643.65,611.84,640.27,670.39,777.39,5600,0,11200,0,6350,12700,716,19119,1391,20142,204,8418,28,34132,24843.0,49509.0,61373.0,34242.0
IL,EFFINGHAM,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,716,19119,1391,20142,204,8418,28,34132,24843.0,49509.0,61373.0,34242.0
IL,EFFINGHAM,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,716,19119,1391,20142,204,8418,28,34132,24843.0,49509.0,61373.0,34242.0
IL,FAYETTE,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,519,9810,1025,11575,140,4657,3,21784,21663.0,41269.0,51216.0,22140.0
IL,FAYETTE,Rural,Coventry Health Care,Bronze,PPO,Rating Area 13,133.74,210.62,220.73,239.05,269.17,376.17,571.62,421.24,478.1,538.34,752.34,1143.24,554.98,611.84,672.08,886.08,688.72,745.58,805.82,1019.82,822.46,879.32,939.56,1153.56,344.36,372.79,402.91,509.91,478.1,506.53,536.65,643.65,611.84,640.27,670.39,777.39,5600,0,11200,0,6350,12700,519,9810,1025,11575,140,4657,3,21784,21663.0,41269.0,51216.0,22140.0
IL,FAYETTE,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,519,9810,1025,11575,140,4657,3,21784,21663.0,41269.0,51216.0,22140.0
